date,temp,sw_in,rel_hum,hs
2023-02-19 19:00:00,266.5,0.0,62.5,646.333333333333
2023-02-19 20:00:00,266.533333333333,0.0,62.6666666666667,636.333333333333
2023-02-19 21:00:00,266.85,0.0,59.3333333333333,633.666666666667
2023-02-19 22:00:00,266.983333333333,0.0,59.8333333333333,633.833333333333
2023-02-19 23:00:00,267.333333333333,0.0,61.5,626.333333333333
2023-02-20 00:00:00,267.566666666667,0.0,65.1666666666667,621.5
2023-02-20 01:00:00,267.716666666667,0.0,66.3333333333333,622.666666666667
2023-02-20 02:00:00,268.083333333333,0.0,65.0,616.0
2023-02-20 03:00:00,267.833333333333,0.0,66.8333333333333,613.166666666667
2023-02-20 04:00:00,267.833333333333,0.0,66.3333333333333,609.166666666667
2023-02-20 05:00:00,267.55,0.0,65.8333333333333,611.666666666667
2023-02-20 06:00:00,267.7,0.0,63.0,613.166666666667
2023-02-20 07:00:00,268.333333333333,0.0,59.0,613.833333333333
2023-02-20 08:00:00,268.383333333333,22.8333333333333,63.6666666666667,611.833333333333
2023-02-20 09:00:00,269.65,141.833333333333,67.1666666666667,605.166666666667
2023-02-20 10:00:00,270.9,307.333333333333,67.6666666666667,593.5
2023-02-20 11:00:00,272.283333333333,437.5,65.6666666666667,592.333333333333
2023-02-20 12:00:00,272.516666666667,510.5,65.0,596.666666666667
2023-02-20 13:00:00,273.016666666667,535.0,64.8333333333333,594.5
2023-02-20 14:00:00,273.4,535.833333333333,56.1666666666667,586.833333333333
2023-02-20 15:00:00,273.066666666667,451.833333333333,47.8333333333333,591.833333333333
2023-02-20 16:00:00,272.85,236.333333333333,47.3333333333333,599.0
2023-02-20 17:00:00,273.45,241.666666666667,46.8333333333333,600.833333333333
2023-02-20 18:00:00,273.666666666667,33.3333333333333,47.5,598.666666666667
2023-02-20 19:00:00,274.233333333333,0.0,43.5,612.0
2023-02-20 20:00:00,273.85,0.0,43.0,610.666666666667
2023-02-20 21:00:00,272.383333333333,0.0,46.6666666666667,609.0
2023-02-20 22:00:00,272.833333333333,0.0,43.8333333333333,608.0
2023-02-20 23:00:00,272.95,0.0,41.3333333333333,611.0
2023-02-21 00:00:00,272.283333333333,0.0,33.1666666666667,609.5
2023-02-21 01:00:00,272.283333333333,0.0,27.8333333333333,612.833333333333
2023-02-21 02:00:00,271.566666666667,0.0,25.8333333333333,612.666666666667
2023-02-21 03:00:00,271.233333333333,0.0,27.5,611.333333333333
2023-02-21 04:00:00,271.183333333333,0.0,28.5,611.833333333333
2023-02-21 05:00:00,271.7,0.0,18.3333333333333,611.333333333333
2023-02-21 06:00:00,271.7,0.0,11.8333333333333,610.5
2023-02-21 07:00:00,271.616666666667,0.0,12.5,612.0
2023-02-21 08:00:00,271.6,29.1666666666667,14.0,610.666666666667
2023-02-21 09:00:00,272.8,179.666666666667,11.1666666666667,608.166666666667
2023-02-21 10:00:00,273.283333333333,329.0,13.3333333333333,601.833333333333
2023-02-21 11:00:00,274.316666666667,457.833333333333,16.5,586.833333333333
2023-02-21 12:00:00,274.45,558.5,17.3333333333333,581.666666666667
2023-02-21 13:00:00,275.666666666667,577.333333333333,18.5,574.666666666667
2023-02-21 14:00:00,274.6,559.833333333333,17.1666666666667,564.666666666667
2023-02-21 15:00:00,275.183333333333,509.0,16.8333333333333,582.833333333333
2023-02-21 16:00:00,276.15,279.166666666667,22.1666666666667,561.0
2023-02-21 17:00:00,273.783333333333,205.333333333333,28.8333333333333,558.166666666667
2023-02-21 18:00:00,270.7,11.6666666666667,41.0,598.166666666667
2023-02-21 19:00:00,269.8,0.0,43.8333333333333,607.333333333333
2023-02-21 20:00:00,269.1,0.0,44.3333333333333,610.0
2023-02-21 21:00:00,269.883333333333,0.0,28.6666666666667,610.5
2023-02-21 22:00:00,269.25,0.0,26.5,602.166666666667
2023-02-21 23:00:00,268.916666666667,0.0,28.3333333333333,600.5
2023-02-22 00:00:00,268.583333333333,0.0,39.3333333333333,609.5
2023-02-22 01:00:00,269.15,0.0,36.1666666666667,612.666666666667
2023-02-22 02:00:00,268.383333333333,0.0,39.1666666666667,609.666666666667
2023-02-22 03:00:00,268.183333333333,0.0,43.0,615.166666666667
2023-02-22 04:00:00,267.466666666667,0.0,46.6666666666667,606.833333333333
2023-02-22 05:00:00,269.433333333333,0.0,40.6666666666667,607.5
2023-02-22 06:00:00,268.766666666667,0.0,40.3333333333333,605.833333333333
2023-02-22 07:00:00,267.583333333333,0.0,49.1666666666667,614.166666666667
2023-02-22 08:00:00,267.883333333333,24.6666666666667,46.8333333333333,613.166666666667
2023-02-22 09:00:00,270.033333333333,182.333333333333,43.3333333333333,602.833333333333
2023-02-22 10:00:00,271.683333333333,246.0,40.6666666666667,566.333333333333
2023-02-22 11:00:00,271.6,355.333333333333,43.0,563.833333333333
