date,temp,precip,sw_in,rel_hum,wind_dir,wind_speed,air_pres,hs
2023-01-25 12:00:00,270.383333333333,0.0,444.283333333333,38.3833333333333,234.387208620436,1.88040248388287,780.233333333333,483.166666666667
2023-01-25 13:00:00,270.75,0.0,467.283333333333,36.2833333333333,239.095634794247,2.29563689168221,779.65,493.333333333333
2023-01-25 14:00:00,270.85,0.0,416.483333333333,38.1,239.073811911857,2.40852051609803,778.916666666667,498.0
2023-01-25 15:00:00,270.333333333333,0.0,343.583333333333,41.6166666666667,244.648064617232,3.39696427868839,778.233333333333,498.5
2023-01-25 16:00:00,269.766666666667,0.0,225.083333333333,39.1833333333333,242.066705696952,4.46016887327575,777.883333333333,498.5
2023-01-25 17:00:00,268.95,0.0,39.0,37.3666666666667,234.693994029659,4.89865363880757,777.616666666667,498.0
2023-01-25 18:00:00,269.166666666667,0.0,1.4,28.8333333333333,237.044567804652,3.0868442519367,777.316666666667,498.666666666667
2023-01-25 19:00:00,268.783333333333,0.0,0.0166666666666667,24.9166666666667,236.907124043525,3.58227712184692,776.8,495.666666666667
2023-01-25 20:00:00,268.766666666667,0.0,0.0,20.7333333333333,235.274348665464,3.20707177628932,776.3,494.0
2023-01-25 21:00:00,267.7,0.0,0.0166666666666667,21.4166666666667,239.558978541176,3.39596979391602,775.816666666667,488.5
2023-01-25 22:00:00,267.416666666667,0.0,0.0333333333333333,21.5333333333333,237.811070292789,4.23172687783611,775.166666666667,491.5
2023-01-25 23:00:00,267.783333333333,0.0,0.0,20.3333333333333,237.321218036268,2.76214363045867,774.566666666667,491.833333333333
2023-01-26 00:00:00,267.45,0.0,0.0,19.7333333333333,237.227404959338,1.86243416867909,774.033333333333,495.666666666667
2023-01-26 01:00:00,266.066666666667,0.0,0.0,27.8,234.576367602162,3.36225522125417,773.433333333333,494.666666666667
2023-01-26 02:00:00,267.7,0.0,0.0166666666666667,17.5666666666667,236.827485692314,2.79906091785556,772.583333333333,494.833333333333
2023-01-26 03:00:00,268.366666666667,0.0,0.0166666666666667,14.8,242.595210854527,1.82895768829122,772.2,496.0
2023-01-26 04:00:00,268.05,0.0,0.0166666666666667,16.0833333333333,236.793623373291,0.733947794568065,771.683333333333,496.666666666667
2023-01-26 05:00:00,266.383333333333,0.0,0.0,19.85,238.164363806628,1.9755885021544,771.116666666667,496.5
2023-01-26 06:00:00,265.933333333333,0.0,0.0166666666666667,21.4166666666667,235.995552953246,2.91770829295886,770.716666666667,494.833333333333
2023-01-26 07:00:00,266.016666666667,0.0,0.0166666666666667,25.2833333333333,234.824561317907,3.59016587220476,770.433333333333,496.333333333333
2023-01-26 08:00:00,266.5,0.0,2.11666666666667,23.1166666666667,251.808732855166,1.8146483568399,770.416666666667,499.666666666667
2023-01-26 09:00:00,264.866666666667,0.0,23.3666666666667,26.1,241.011706102841,3.54142528131466,770.2,495.666666666667
2023-01-26 10:00:00,264.933333333333,0.0,75.9,24.6833333333333,241.550982545083,3.11505694816653,770.2,495.5
2023-01-26 11:00:00,266.233333333333,0.0,373.883333333333,22.0166666666667,238.376622413672,2.56618398454504,769.95,488.333333333333
2023-01-26 12:00:00,267.333333333333,0.0,448.6,24.7166666666667,231.313078677695,1.69458727189946,769.766666666667,482.166666666667
2023-01-26 13:00:00,267.866666666667,0.0,453.366666666667,26.75,240.878689194613,1.7060941873999,769.216666666667,476.5
